URI,name,text
<http://dbpedia.org/resource/Murray_Chass>,Murray Chass,murray chass born october 12 1938 pittsburgh pennsylvania is an american blogger who covers baseball he previously wrote for the new york times and before that the associated press on baseball and sports legal and labor relations in 2003 the baseball writers association of america honored him with the j g taylor spink award he was effectively ousted from the times in april 2008chass graduated from the university of pittsburgh in 1960 with a bachelors degree in political science where he was a writer and editor for the pitt news in 1956 he audaciously made an appointment with the editor of the pittsburgh postgazette to pursue his future of a newspaperman he joined the baseball writers association of america in 1962 when he worked for the associated press in pittsburgh he joined the new york times in 1969 and started covering the new york yankees the following year in 1986 he was made the papers national baseball writerfrom 19791980 he served as chairman of the new york chapter of the baseball writers association of america chass has authored numerous books on the business labor and legal relations of sports baseball in particular among his works the yankees the four fabulous eras of baseballs most famous team which was published by random house in 1979 power football published by dutton in 1973 and pittsburgh steelers the long climb published by prentice hall in 1973 he has contributed to great pro football games and greatest basketball games he also authored several articles in duttons best sports stories serieschass is a noted baseball traditionalist who laments the shift in baseball news coverage from daily beatreport biographies to more statisticsdriven analysis like sabermetrics in 2007 chass asserted that among certain topics that should be offlimits are statistics mongers promoting vorp and other newage baseball statistics chass particularly believes that in their attempt to introduce these newage statistics into the game these statistics mongers threaten to undermine most fans enjoyment of baseball and the human factor therein baseball prospectus editor nate silver published an open letter responding to chass commentsin 2008 chass started an online blog murray chass on baseball in 2011 chass published a controversial blog accusing st louis cardinals great stan musial of racism the claim was based on a secondhand story allegedly relayed to chass by former players union head marvin miller in which a maitre d at a restaurant of which musial was a coowner purportedly refused to seat curt flood and several of musials africanamerican exteammates on the owners instructions chass blog was roundly criticized for its sole reliance on hearsay and floods son later specifically refuted the accusation against musial
<http://dbpedia.org/resource/Igor_Malkov>,Igor Malkov,igor alekseyevich malkov russian born 9 february 1965 in pervouralsk russian sfsr is a former speedskaterigor malkov trained at vss trud in sverdlovsk skating for the ussr he became olympic 10000 m champion at the 1984 olympic games in sarajevo only 005 seconds ahead of tomas gustafson becoming the youngest male olympic champion in the history of olympic speed skating at an age of 19 years and 9 days the youngest female olympic speedskater winner is american anne henning who won the 500 m in 1972 at the age of 16 earlier at those olympics he had lost the 5000 m race by only 002 seconds to gustafson before that during the same winter malkov had sent shock waves into the speed skating world when he skated 135481 on the 10000 m thus becoming the first to break the 14 minutes barrier and almost 30 seconds ahead of the time set by thencurrent world record holder gustafson during the christmas races at medeo in december 1983 however this time was never recognised as a world record by the international skating union he set a new official world record later the same season when he finished in a time of 142151 at medeo in march 1984 almost 30 seconds behind his personal best his official world record would last for almost two years until broken by geir karlstad on 16 february 1986 and his internationally unrecognised record was unbroken for four years until broken by again geir karlstad on 4 december 1987 the following seasons were not so good for malkov and he quit top skating after the 1988 season although he made one more appearance at the soviet allround championships of 1990malkov was awarded the order of friendship of peoples in 1984
<http://dbpedia.org/resource/Emilio_Schargorodsky>,Emilio Schargorodsky,emilio schargorodsky was born in buenos aires in 1974 his great grandfather was sergei eisenstein potemkin battleship schargorodsky is an argentine and swedish photographer and film director and lives in mlaga spainhis work is notable for its use of sophisticated audiovisual language and its display of his desire for perfection he is known for paying special attention to the sound and music of his filmshe is also researching into narrative in editing and mountingdracula 09 was his first dramatic feature film which was entered in many internationalfilm festivals establishing him as a world renowned film director jess franco described dracula 09 as a wonderful highly refined and excellent film one of the best films done in spain in many yearsschargorodsky graduated as a specialist in photographic imaging and began his career as a freelance photographer at the age of 16 he quickly gained experience and began to work for big firms including unicaja mlaga basketball club g2 productions and also many advertising agenciesin 1993 he joined the film crew of pedro tembourys first short film taking part in his following works both short and feature films first as still photographer and later as production managerin 1996 he began to work with jess franco in the professional film branch he served as still photographer in five 5 films tender flesh 1996 mary cookie 1998 lust for frankenstein 1998 dr wongs virtual hell 1999 and vampire blues 1999he advanced rapidly and was promoted to photograph director as well as production manager in tenmore films broken dolls 1999 red silk 1999 helter skelter 2000 blind target 2000 vampire junction 2001 incubus 2002 killer barbys vs dracula 2003 flores de la pasin 2005 flores de perversin 2005 and snakewoman 2005this way emilio becomes righthand man and close friend to jess franco making the most of francos knowledge and experience in filming more than 200 films some times with great directors as orson welles robert siodmak juan antonio bardem and luis garca berlangain 2000 emilio started as film director with 33b7 an experimental and bizarre short film related to martialarts his first videoclip was in 2003 reyes del horrorcore was done for hablando en plata and also for hisfirst commercial spot soloptical done for bypass agencyup to now emilio has made more than 20 commercial spots for soloptical telerosa unicaja active management safamotor bypass ruina nueva hablando en plata sicario triple xxx gordo master soundlovers jefe de la m el nio mc keyo sindrome underground rapband sebastian caldas jose daragon philarmonich orchestra of mlaga2007 emilio got the award to the best spot of the vi certamen de la diputacin de mlaga and 2008 was nominated for best videoclip in casandra awards for todo est bien ruina nueva
<http://dbpedia.org/resource/Audrius_Butkevi%C4%8Dius>,Audrius Butkevi%C4%8Dius,audrius butkeviius born september 24 1960 kaunas is a lithuanian politician a signatory the of the act of the reestablishment of the state of lithuania member of the seimas parliament of lithuania from november 25 1996 till october 18 2000 he does not belong to any partyin 1988 was one of the organizers of the lithuanian reform movement sjdis a member of the sjdis seimas he was an establisher and chairman of the lithuanian union of political prisoners and deportees in the period of 19901993 he was in the state of negotiations with the russian federation one notable issue that was raised was the withdrawal of the russian troops stationed in lithuania whereupon lithuania and russia signed an agreement that declared that all of the russian troops stationed on the territory of lithuania must withdraw by august 31 1993 the agreement was concluded on schedule in the late 1990s butkeviius was under the suspicion of fraud on august 12 1997 he was apprehended by the lithuanian secret service agents in a hotel lobby while accepting 15000 us dollars after a brief explanation he was permitted to leave on august 14 criminal proceedings were instituted against him he was eventually arrested on october 28 whereupon he was imprisoned and sentenced to five and a half years in jail he was released on march 20 2000 subsequently he appealed to the european court of human rights he stated that his detention was unlawful and that articles 5 and 6 were breached the court held the fact that these articles certainly were breached and that lithuania was ordered to pay butkeviius compensation
<http://dbpedia.org/resource/Cheikh_L%C3%B4>,Cheikh L%C3%B4,cheikh ndigel l is a senegalese musician l was born in the late 50s to senegalese parents in bobo dioulasso in burkina faso l began playing drums and singing at an early age he joined orchestre volta jazz a bobo variety band that played cuban and congolese pop songs as well as traditional burkinab music l moved to senegal in 1978 performing in several mbalax outfits by then the zairean sound was in full flower camerounian makossa was coming on strong and reggae had entered the mix l absorbed everything in 1985 l was playing guitar with numerous cte divoire and french musicians which led him to record material in paris in 1987 after his band dissolved l remained in paris as a session musician developing his own sound described as a mix of mbalax reggae and soukous influences he spent most of his time in recording studios and he picked up as much as he could his casual contacts with zaires most successful progressive singer papa wemba were especially memorable i was a drummer so when there was a group who came and didnt have a drummer i would practice with them papa wembas drummer was also a businessman so if he wasnt there i would help out hes from the school of tabu ley and when i was young i listened to tabu ley a lotin 1995 youssou ndour offered to produce ls debut album ne la thiass which became a success worldwidel is a member of the baye fall a movement within the mouride sufi order of islam as such he has dreadlocks which is part of the orders customs the reggae influence in his music along with his dreadlocks often leads to the misinterpretation that he is rastafarianin 2002 he appeared on two tracks of the red hot organizations tribute album to fela kuti red hot and riot he collaborated with les nubians and manu dibango on one of the tracks shakara lady part two
<http://dbpedia.org/resource/Mark_de_Clive-Lowe>,Mark de Clive-Lowe,mark de clivelowe is a musician composer and producer originally from new zealand and now based in los angeles california since 2009 after ten years residing in london uk he is a veteran of the uks broken beat movement blending jazz electronic dance music funk and percussion heavy world music into a unique sound he has been involved with over 200 releases collaborating with as diverse a range of artists as lauryn hill jody watley shirley horn uk soul singer omar percussionist sammy figueroa miles davis bass player pino palladino dangelothe whohalf japanese and half new zealander de clivelowe was born and raised in auckland new zealand he grew up playing piano from age 4 and had an active musical interest throughout his childhood and teenage years since the mid 90s de clivelowe has been a regular touring fixture primarily in the us uk europe asia australia and new zealand multiple world tours have included performances at the montreal jazz festival detroit electronic music festival amsterdam drum rhythm festival london jazz festival sildajazz jazz a vienne and more having recorded two locally released solo albums for new zealand independent tap records in the late 1990s plus an album as a member of the group jazz in the present sense his third album six degrees was released worldwide in 2000 universal jazzemarcy the following release melodious beats vol1 was a compilation album of his remixes and collaborations released on his own imprint antipodean records de clivelowe released his next full length album tides arising 22 march 2005 on abb soulantipodean and columbia in japan the album features pino palladino tides arising was cited as one of the most groundbreaking new jazz albums from the uk in 2005mark de clivelowes 2012 solo album renegades was released 14 november 2011 on tru thoughts the album features omar sheila e nia andrews tawiah ovasoul7 and sandra nkake the why featuring nia andrews was released as the first single in early october 2011 his 2013 album is a collaboration with the rotterdam jazz orchestra big band take the space trane tru thoughts records recorded live at de doelen rotterdam netherlands he has also produced all tracks on the studio album for us singer sy smith fast and curious released in march 2012 and all tracks on the studio album for us singer sandra st victor of the family stand oyas daughter released september 2013in october 2013 the musician announced his 11th studio album church which was to be funded as a crowdfunded project on kickstarter the album is named after the music event mark has presented in new york and los angeles since 2011 it was released on mashibeatsropeadope may 27 2014 and features guests including miguel atwoodferguson nia andrews robin eubanks and more
<http://dbpedia.org/resource/Pete_Herzog>,Pete Herzog,pete herzog born october 5 1970 is a security analyst neurohacker and socialengineering practitioner creator of the osstmm and the cofounder of the open nonprofit security research organization isecom he has been recognized for the many tools documents and methodologies he provides freely through isecom he also started the hacker highschool project to provide information security awareness to teens the home security methodology vacation guide as a thorough checklist to securing a home the smarter safer better project to teach trust analysis and critical security thinking to nonsecurity people and the bad people project to find a set of common safety rules for children which are free of cultural bias he taught business security in the esade mba program and information security in the la salle url masters program both in barcelona spainherzog was born in brooklyn ny usa he attended high school in queensbury ny he earned a bachelor degree from syracuse university in 1993 he currently resides near barcelona spainin 2001 herzog created the open source security testing methodology manual osstmm and provided it for free to the public in 2002 he did the same with hacker highschool creating 12 lessons with volunteers and providing them for free to the public in 2008 the hacking exposed linux 3 book came out attributed to isecom but herzog was named as project leader he wrote the first three chapters which specifically talk about using the osstmm to test linux security and integrated the osstmm into other chaptersthere is very little written about him in terms of his work experience except what is written in interviewswithout admitting to the bad stuff lets say i started in physical security at age 16 i hung out with the store detectives where i worked by 18 i was kind of an authority at my university on identification fraud even working to teach local businesses on how to know a real id from a fake that summer i was hired to do beer stings to test store clerks to see how far i could push them to sell me beer illegally but stopped after a couple months because i never had the heart to fire those who failed i only gave stern warnings by my last year in university i worked in the computer lab battling disk viruses and breaking copy protection for professors who wanted to try unlicensed software at the same time i was paying for school by working sting jobs for a couple chains to catch embezzlement as well as point out other security lapses unfortunately i stepped away from security after college for a few years while chasing dreams and some bad ideas too although security was often part of my various jobs i didnt consider it as a profession until ibm germany tapped me to be on their ethical hacking team so i left my cushy softwaretesting job at intel to be a fulltime hacker the rest is all security after thatlater in an interview with learnsecurityonline he expands on the bad stuff he refers tomy experience begins with work in physical and human security doing undercover sting operations and cleanup work we also called it fire and hire but also hack and slash when there was a real mess which supported my want of that expensive computer equipment in the 90s but i always had a my own sense of fairness this frustrated my employers because i wouldnt always turn in the guilty if i thought they didnt deserve punishment for me it was always about what was fair and i still do not equate the law with justice so like most anyone who began their history in security with the start of the internet we were travelers and spelunkers across this new channel and only later called hackers or crackers when the few bad apples made the news but back then most of us were curious and not malicious personally i did no harm but then again i respect what other people have and their privacy they dont build fences for people like me videos and podcasts with herzog2010 sector2010 episode 11 eurotrash security podcast2009 blackhat amsterdam2008 swiss symposium 2007 fosdem
<http://dbpedia.org/resource/Kevin_Yates_(politician)>,Kevin Yates (politician),kevin yates is a canadian politician who served as an mla in the legislative assembly of saskatchewan from 1999 to 2011 for the constituency of regina dewdneyborn february 17 1963 in carmichael saskatchewan he moved to regina in 1983 before yates was elected the mla for regina dewdney he was employed by the saskatchewan provincial government as a social worker and corrections worker for 15 years he was the chief negotiator for the public service bargaining unit of sgeu for six yearsyates was first elected to the saskatchewan legislature in a 1999 byelection for regina dewdney he was reelected in 2003in 2006 yates was named to the executive council of saskatchewan as minister of corrections and public safety and deputy government house leaderon september 15 2006 yates stepped down from his position as the minister of corrections and public safety for personal reasons which he declined to name beyond explaining that he was not stepping down for healthrelated issues some media sources along with saskatchewan party opposition leader brad wall speculated that his resignation was the result of insubordination to saskatchewan premier lorne calvertfollowing a may 31 2007 cabinet shuffle yates returned to cabinet as minister of community resources and minister responsible for disability issues
<http://dbpedia.org/resource/George_Q._Daley>,George Q. Daley,george q daley md phd is the samuel e lux iv professor of hematologyoncology and the director of the stem cell transplantation program at childrens hospital boston he is also professor in the department of biological chemistry and molecular pharmacology at harvard medical school an investigator of the howard hughes medical institute associate director of childrens stem cell program a member of the executive committee of the harvard stem cell institute and past president of the international society for stem cell research 20072008daleys research seeks to translate insights in stem cell biology into improved therapies for genetic and malignant diseases his laboratory has pioneered human cell culturebased and murine models of human blood disease and cancer important research contributions from his laboratory include the creation of customized stem cells to treat genetic immune deficiency in a mouse model together with rudolf jaenisch the differentiation of germ cells from embryonic stem cells cited as a top ten breakthrough by science in 2003 the generation of diseasespecific pluripotent stem cells by direct reprogramming of human fibroblasts cited in the breakthrough of the year issue of science magazine in 2008 and demonstration of the role of the rnabinding protein lin28 in cancer and metabolic diseaseas a graduate student working with nobelist dr david baltimore dr daley demonstrated that the bcrabl oncogene induces chronic myeloid leukemia cml in a mouse model which validated bcrabl as a target for drug blockade and encouraged the development of imatinib gleevectm novartis a magicbullet chemotherapy that induces remissions in virtually every cml patient daleys recent studies have clarified mechanisms of gleevec resistance and informed novel combination chemotherapeutic regimensdr daley received his bachelors degree magna cum laude from harvard university 1982 a phd in biology from mit 1989 and the md from harvard medical school where he was only the twelfth individual in the schools history to be awarded the degree summa cum laude 1991 he served as chief resident in internal medicine at the massachusetts general hospital and is currently a staff physician in hematologyoncology at childrens hospital boston and dana farber cancer institute in bostonhe has been elected a fellow of the american association for the advancement of science and the american academy of arts and sciences and a member of the institute of medicine of the national academies american society for clinical investigation american association of physicians and american pediatric societies daley was an inaugural winner of the nih directors pioneer award 2004 which provides a fiveyear unrestricted grant to pursue highly innovative research and received the judson daland prize from the american philosophical society for achievement in patientoriented research the e mead johnson award from the american pediatric society for contributions to stem cell research and the e donnall thomas prize from the american society of hematology for advances in induced pluripotent stem cell research in addition to awards recognizing his contributions to medical research from the national institutes of health the new england cancer society harvard medical school and the leukemia and lymphoma society of america in addition to funding by the nih dr daleys research has been supported by the national science foundation defense advanced research projects agency american cancer society edward mallinckrodt jr foundation burroughs wellcome fund leukemia and lymphoma society of america roche foundation for anemia research alexs lemonade stand ellison medical foundation and doris duke medical foundationdaley has been an international leader in advocating for responsible ethical oversight of human stem cell research on behalf of the international society for stem cell research isscr he chaired the special international task force that formulated the isscr guidelines for human embryonic stem cell research 2006 and as president of the isscr empaneled and served on the special task force that wrote the isscr guidelines for clinical translation of stem cells 2008 which have served as a roadmap for advancing stem cell science into clinical trials dr daley has testified six times before committees of the united states senate and united states house of representatives to advocate for expanded governmental support for stem cell research he has served on the scientific advisory board of the massachusetts life sciences center and on the editorial board of the journals science cell cell stem cell stem cells and blood
<http://dbpedia.org/resource/Gordon_Massa>,Gordon Massa,gordon richard massa born september 9 1935 is an american former professional baseball player who appeared in eight games as a catcher and pinch hitter for the 19571958 chicago cubs of major league baseball a lefthanded batter who threw righthanded he stood 6 feet 3 inches 191 m tall and weighed 210 pounds 95 kgafter graduating from elder high school in cincinnati massa attended the college of the holy cross where he starred in baseball and football in 1955 he led the crusaders in home runs and runs batted in as the team posted a 134 record and qualified for the ncaa division i college baseball tournament overall holy cross won 42 of 53 games during massas time on the varsity in football he played center and linebacker and was selected by the new york giants in the tenth round of the 1957 national football league draftbut massa chose professional baseball as his destination and signed with the cubs on june 24 1957 three months later after prepping with the des moines bruins of the class a western league massa made his mlb debut starting at catcher and notching two hits both singles in four at bats with one run batted in against hal jeffcoat of the cincinnati redlegs all told massa collected seven hits in 15 atbats with three rbi during his first trial with the cubs the following year he was sent to the class b illinoisindianaiowa league for further minor league seasoning and he batted 316 to earn his second lateseason callup to the cubs he went hitless in two atbatsmassa returned to the minors for good in 1959 and retired after the 1963 season after seven seasons in the cub farm system pitching in 24 games as well as handling catching choreshe was elected to the holy cross athletic hall of fame in 2005
<http://dbpedia.org/resource/Clemon_Johnson>,Clemon Johnson,clemon johnson born september 12 1956 is a retired american professional basketball player and the former head basketball coach at florida am johnson was a 610 240 lb 110 kg center who played 761 games for four teams during his 10 seasons in the national basketball association from 197478 he played college basketball at florida am university where he earned a masters degree in sports managementjohnson was selected with the 22nd pick of the second round of the 1978 nba draft by the portland trail blazers he won an nba title with the philadelphia 76ers in 198283 after his nba playing days ended in 1988 johnson extended his career overseas in italyafter his professional basketball career johnson became an economics teacher and high school basketball coach in tallahassee florida his son chad played college basketball at the university of pittsburgh until 2002in may 2007 clemon johnson was named interim head coach of the university of alaska fairbanks nanooks mens basketball team he served as interim head coach in 200708 and was named head coach following that season he has coached the team for four total seasons 200708 200809 200910 and 201011 on may 6 2011 johnson was named head coach at his alma mater florida am after three seasons and a 3264 record johnson was fired from florida am by athletic director kellen winslow
<http://dbpedia.org/resource/Larry_Hirst>,Larry Hirst,larry hirst cbe is the former chairman of ibm europe middle east and africa he was appointed to this position in april 2008 and retired from ibm in july 2010 he represented ibm to the european commission and other authorities such as nato and the eda on issues of international public policy and business regulation he also oversaw the companys corporate citizenship environmental affairs intellectual property standards development and university relations activities across the regionprior to that role hirst led ibms business in the uk ireland netherlands and south africa between 2002 and 2008he began his ibm career as a sales trainee in 1977 leadership roles included director of operations in eastern europe and russia 19901 and vice president of the financial services sector in emea 19942001hirst has a number of roles that support his twin passions of educational improvement and information technology he is chairman of the transition to teaching steering committee appointed by the uk secretary of state for education he is also chairman of eskills uk the sector skills council for it telecoms and contact centres in 2007 he was appointed commissioner at the uk governments commission for employment and skills the following year he was made chairman of the uk trade and investment executive board responsible for driving the uks trade and investment objectives in the telecoms and it sectorsoutside the uk hirst is a foundation board member of imd the swissbased global business school and is advisor to the presidential advisory council on information society and development piac in south africaborn in batley in 1951 hirst grew up in chickenley and went to wheelwright grammar school married with two children hirst graduated in mathematics from hull university he started his career as a salesman with kodak and in 1977 joined ibm in london as a sales trainee hirsts career was celebrated in october 2006 in the men of science exhibition which commemorated the work of dewsbury men who had made a difference to the world of science and industryin december 2009 he was announced as a private sector business ambassador by uk prime minister gordon brown a role created to promote uk excellencelarry was appointed cbe in 2006 in recognition of services to the it industry
<http://dbpedia.org/resource/Patrick_Clifford>,Patrick Clifford,patrick clifford born in new york city 1966 is a musician songwriter and producer of irish and folk music best known as a key member of four to the bara well loved and well respected mainstay of the 1990s new york irish music scenehe has also released two solo albums american wake and chance of a startlike many contemporary new york irish musicians he received his earliest training from the renowned martin mulvihill on piano accordion his primary instrument with four to the bar was the bass but he also added piano guitar and accordion to the bands sound on both stage and recordingsas a songwriter he wrote two tracks for the bands watershed album another son the western shore and the old men admiring themselves in the water music onlyhe and guitarist martin kelleher are generally credited with the production of both of four to the bars fulllength albums another son is notable for its elegance and craic on the road for its energy and atmospherein 1993 he produced sky in my hand the first release by new york folk singersongwriter liz dacey this recording was engineered by virgil moorefieldin 2008 he recorded mixed and mastered to the fray an album by the band hobnail he also played bass and sang on this release
<http://dbpedia.org/resource/Winona_Ryder>,Winona Ryder,winona ryder born winona laura horowitz october 29 1971 is an american actress she made her film debut in the 1986 film lucas as lydia deetz a goth teenager in tim burtons beetlejuice 1988 she won critical and popular recognition after various appearances in film and on television ryder continued her acting career with the cult film heathers 1988 a controversial satire of teenage suicide and high school life that drew ryder further critical attention and commercial success she later appeared in mermaids 1990 earning a golden globe nomination in burtons edward scissorhands 1990 and in francis ford coppolas gothic romance bram stokers dracula 1992having played diverse roles in many wellreceived films ryder won a golden globe award for best supporting actress and an academy award nomination in the same category for her role in the age of innocence in 1993 as well as another academy award nomination as best actress for little women the following year she later appeared in the generation x cult hit reality bites 1994 alien resurrection 1997 the woody allen comedy celebrity 1998 and girl interrupted 1999 which she also executiveproduced in 2000 ryder received a star on the walk of fame in hollywood californiaryders personal life has attracted significant media attention her relationship with johnny depp and a 2001 arrest for shoplifting were constant subjects of tabloid journalism she has since revealed her personal struggles with anxiety and depression in 2002 she appeared in the box office smash mr deeds in 2006 ryder returned to the screen after a brief hiatus later appearing in highprofile films such as star trek in 2010 she was nominated for two screen actors guild awards as the lead actress in when love is not enough the lois wilson story and as part of the cast of black swan she also reunited with burton for frankenweenie 2012
<http://dbpedia.org/resource/Anna_Maria_Di_Sciullo>,Anna Maria Di Sciullo,anna maria di sciullo is a full professor in the linguistics department and associate professor in the cognitive computation phd program at the university of quebec at montreal di sciullos work has focused on the role of symmetry asymmetry and symmetry breaking in the understanding of the language faculty and the interfaces with the external systemsher contributions to theoretical linguistics are centered on asymmetry as a cornerstone of the language faculty and on the asymmetry preserving principles reducing the complexity brought about by experience her research on the asymmetry of morphological relations provides a further understanding of the regularity of form and interpretation of word internal argument aspect and operator structures her work in biolinguistics points to the pervasiveness of symmetry breaking in language ontogeny as well as in patterns of variance in phylogenydi sciullos work in computational linguistics led to the formulation of the asymmetry recovering parser generating deterministic parses for linguistic expressions she developed a search engine sensitive to asymmetric relations which has been used by the government of quebec to search and retrieve online legal information her work on the interface between the language faculty and mathematics led to the engineering of a sentiment mining system based on a compositional calculus applied to asymmetric relationssince 1998 she has directed major collaborative research projects funded by the social sciences and humanities research council of canada and by the fonds de recherche du qubec she has received numerous research awards among which the research award of the board of directors of the university of quebec in 2001 in 2004 she founded the federation on natural language processing bringing together the main actors in the area of theoretical linguistics computational linguistics and information technology and in 2007 she founded the international network on biolinguistics bridging biology linguistics and bioinformatics
<http://dbpedia.org/resource/Rakesh_Agrawal_(computer_scientist)>,Rakesh Agrawal (computer scientist),rakesh agrawal computer scientist is a technical fellow at the microsoft search labs rakesh is well known for developing fundamental data mining concepts and technologies and pioneering key concepts in data privacy including hippocratic database sovereign information sharing and privacypreserving data mining ibms commercial data mining product intelligent miner grew out of his work his research has been incorporated into other ibm products including db2 mining extender db2 olap server and websphere commerce server and has influenced several other commercial and academic products prototypes and applications his other technical contributions include polyglot objectoriented type system alert active database system ode object database and environment alpha extension of relational databases with generalized transitive closure nest distributed system transaction management and database machinesprior to joining microsoft in march 2006 rakesh was an ibm fellow and led the quest group at the ibm almaden research center earlier he was with the bell laboratories murray hill from 1983 to 1989 he also worked for 3 years at indias premier company the bharat heavy electricals ltd he received his ms and phd degrees in computer science from the university of wisconsinmadison in 1983 he also holds a be degree in electronics and communication engineering from iitroorkee and a twoyear post graduate diploma in industrial engineering from the national institute of industrial engineering nitie bombay
<http://dbpedia.org/resource/Jos%C3%A9_Capell%C3%A1n>,Jos%C3%A9 Capell%C3%A1n,jos francisco capelln born january 13 1981 is a former major league baseball mlb pitcher previously capelln played with the detroit tigers atlanta braves milwaukee brewers and colorado rockies he also played with the hanhwa eagles of the korean baseball organization he bats and throws righthanded he throws a fastball that has been clocked at 100 mphin 2004 capelln pitched at singlea doublea and triplea and posted a combined 145 mark with a 280 era in three games with the atlanta braves after a september callup in 2004 capelln compiled a 01 record with an 1125 era in eight innings pitcheda highly touted prospect capelln was acquired after a rapid rise through the braves system in exchange for allstar reliever dan kolbcapelln opened the 2005 season with the triplea nashville sounds and was called up to brewers major league club where he worked relief through the 2005 season at the end of spring training in 2007 he was sent back to triplea after a poor spring and demanded a trade and even considered retirement his wish eventually came true on july 1 2007 when he was traded to the detroit tigers for minor league pitcher chris codycapelln was traded from detroit to the rockies in exchange for pitcher denny bautista on december 4 2007 on may 5 2008 capelln was released by the rockies after being designated for assignment in late june capelln signed a minor league contract with the kansas city royals and became a free agent after the seasoncapelln signed a minor league contract with the houston astros on january 14 2009 and was invited to spring trainingthe hanhwa eagles a korean professional baseball club revealed their acquisition of capelln on december 10 2009 capelln was considered to be a starter for the eagles in 2010 and scheduled to make 250000 a year he was released from the eagles on august 5 2010
<http://dbpedia.org/resource/Danny_Wright_(radio_personality)>,Danny Wright (radio personality),danny wright is a seattle washingtonbased radio personality the majority of his career and success was in the cleveland ohio market most notably at wgcl where he was a top40 disc jockey known as dancin danny wright he departed wgcl when the station was sold by gcc communications to detroit michigans metropolis broadcasting new management was brought in and the station itself became wncx with a rockchr hybrid format while all of wgcls personalities were let go wrights contract kept him from being bought out so he was relegated to the overnight shift for his remaining month with thenowner harvey deutsch referring to him as the worlds highest paid boardopduring this period wright quietly had studied for a real estate license and attained it after he left wncx he was soon hired by wrqc but abruptly announced his retirement several months later to pursue a career in real estate his retirement was shortlived however as he took the afternoondrive slot on newstalk station wwwe from 1988 to 1989in the early 1990s wright moved to akronbased top 40 outlet wkdd 965 fm for the evening timeslot he later moved to wqmx which was at that time another akron top 40 station mix 949 when wqmx changed format to country music in the mid1990s wright successfully modified his onair approach for the format he soon moved to cleveland country powerhouse wgarfm where he enjoyed the highest ratings of his career wright stayed at wgarfm until being downsized in owner clear channels mass budget layoff in november 2001from that time until december 2008 wright hosted the syndicated overnight music program all night with danny wright through jones radio networks the show was generally paired with fellow jones program the lia show wright left the company when it was bought out by dial globalon october 7 2009 envision radio networks officially announced a new syndicated weekend show called the live ride with danny wright the show is a two hour weekly concert to country radio featuring live performances from todays brightest stars
<http://dbpedia.org/resource/Claude_M._Kicklighter>,Claude M. Kicklighter,claude m kicklighter born august 22 1933 is a retired american army lieutenant general he is a former commander of the united states army western command later united states army pacific which he held from 1989 to 1991 he was also director for security assistance for the us army security assistance center and chief of staff for the us army material development and readiness command in alexandria virginia from 19811984 and assistant deputy chief of staff for logistics and director of the army staff for the office of chief of staff in washington dc he is an alumnus of georgia military college mercer university george washington university and industrial college of the armed forces in 2007 he was named inspector general of the department of defense having previously served as chief of staff department of veterans affairs special advisor to the deputy secretary of state for stabilization and security operations in iraq and afghanistan director of the department of defenses iraq transition team assistant secretary for policy and planning department of veterans affairs and deputy under secretary of the army for international affairshis awards include the distinguished service medal the defense superior service medal the legion of merit and the bronze star medal he retired from the army in 1991
<http://dbpedia.org/resource/Tsitsino_Shurgaya>,Tsitsino Shurgaya,tsitsino shurgaya md phd is a georgian surgeon born in georgia who specializes in microsurgery of the face and neck she is a facial nerve expert who treats facial paralysis and focuses her scientific research in all methods to rejuvenate the face and neck she is one of the pioneers of facial rejuvenation in russia and has devoted her life to studying the human face and all surgical and nonsurgical methods to keep it looking younger and fight the onset of agingdr shurgaya graduated from tbilisi state medical university in 1981 since 1985 she was in residency later followed by postgraduate and doctoral studies at the central institute of advancement of medics presently known as the russian medical academy of postgraduate education rmapo 1in 1992 she defended her thesis on neyromioplastic operations in paralysis and paresis of mimic muscles in 1995 she defended her doctoral dissertation on the topic a surgical algorithm for treatment of patients with facial paralysisdr shurgaya is a maxillofacial and plastic surgery expert she has more than 100 publications and scientific papers 10 personal methodologies of operation on the face and is a coauthor of two guides on plastic surgery she holds three patents on the method of treatment of unilateral facial paralysis
