text,category,document_id,source_file
"



YES! Give me his name I would greatly appreciate it.



Rich",sci.space,sci.space_468,sklearn.fetch_20newsgroups
"
One book I have which presents a fairly unbiased account of many religions
is called _Man's Religions_ by John B. Noss.  It was a textbook in a class
I had on comparative religion or some such thing.  It has some decent
bibliographies on each chapter as a jumping off point for further reading.

It doesn't ""compare"" religions directly but describes each one individually
and notes a few similarities.  But nothing I have read in it could be even
remotely described as preachy or Christian based.  In fact, Christianity
mercifully consumes only 90 or so of its nearly 600 pages.  The book is
divided according to major regions of the world where the biggies began 
(India, East Asia, Near East).  There is nothing about New World religions
from the Aztecs, Mayas, Incas, etc.  Just the stuff people kill each
other over nowadays.  And a few of the older religions snuffed out along
the way.  ",alt.atheism,alt.atheism_469,sklearn.fetch_20newsgroups
"930425


Let's start with the name ""Rosicrucian"". I took me a long time to come
to the conclusion that there is a difference between a *member* of a
""rosicrucian"" body and BEING *a* ROSICRUCIAN. So when you say that you met
some 'rosicrucians' you mean ""members of a group that calls themselves
rosicrucian"". At least that is what your observation suggests :-)


Response:

This makes much sense to me.  This is also true of most religions.
There is a difference between being a *member* of a group of people
who call themselves 'Hindus' or 'Christians' or 'Pagans' and actually
*BEING* any of these.  The social groups tend to make very important
requirements about not belonging to other 'religions'.  I find that
the ideal described by the holy texts of most religions can be
interpreted in very similar ways so that one could presume that
'mysticism' is the core of every religion and Huxley's 'Perennial
Philosophy' is the Great Secret Core of all mystical trads. :>


Tony:

I'd prefer if you would have stated up front that it was the Lectorium
Rosicrucianum, only because they may be confused, by some readers of this
newsgroup, with the Rosicrucian Order AMORC based (the USA Jurisdiction) in
San Jose, CA; this being the RC org with the most members (last time I
looked). Of course, ""most members"" does not *necessarily* mean ""best"".


Response:

Certainly true.  I didn't know there WERE any groups which called themselves
'Rosicrucians' that didn't associate with AMORC.  Sure, I've heard all the
hubbub about the Golden Dawn and Rosae Crucis in relation to all these
Western esoteric groups, but hadn't heard about other 'Rosicrucians'.
I'll admit my bias.  I live in San Jose. :>


Tony:

""You'll have to trust me"" when I tell you that if that
lecture/class/whatever had been presented by AMORC, it is unlikely that you
would have had the same impression, i.e., you'd probably have had a
positive impression more likely than a negative one, IMHO. 


Response:

This may be slightly off.  I've met some of these Rosicrucians and have
a couple friends in AMORC.  The stories I've heard and the slight contact
I've had with them does not give me the hope that I'd be received with
any kind of warm welcome.  I still like to think that most people who
are involved with stratified relationships (monogamy, religion, etc.)
are in DEEP pain and hope to heal it within such a 'cast'.


Tony:

     
It is curious to know that 3 other RC 'orders' (in the USA) claim to be *non-
sectarian*.


Response:

I'd like to know at least the addresses of the 'other orders' which call 
themselves 'Rosicrucians' and especially those which are 'nonsectarian'.
Is this 'nonsectarian' like the Masons, who require that a member 'believe
in God by his/her definition'?

     
     
Tony:

I don't see nothing *fundamentally* wrong with ""us containing
something divine""... And yes I don't like phrases like ""eternal bliss""
either! :-)


Response:

Let alone us *BEING* something divine. ;>


Tony:

BTW, I have read the intro letters of the LRC which they will mail you free
of charge.


Response:

Addresses, phone numbers of groups?  I'm into networking.  Thanks.
",talk.religion.misc,talk.religion.misc_470,sklearn.fetch_20newsgroups
"This is turning into 'what's a moonbase good for', and I ought
not to post when I've a hundred some odd posts to go, but I would
think that the real reason to have a moon base is economic.

Since someone with space industry will presumeably have a much
larger GNP than they would _without_ space industry, eventually,
they will simply be able to afford more stuff.",sci.space,sci.space_471,sklearn.fetch_20newsgroups
"Is the film from the ""putt-putt"" test vehicle which used conventional
explosives as a proof-of-concept test, or another one?
",sci.space,sci.space_472,sklearn.fetch_20newsgroups
": : So in conclusion it can be shown that there is essentially no
: : logical argument which clearly differentiates a ""cult"" from a
: : ""religion"".  I challenge anyone to produce a distinction which
: : is clear and can't be easily knocked down.  

: How about this one: a religion is a cult which has stood the test
: of time.

Just like history is written by the `winners' and not the `losers.'
From what I've seen of religions, a religion is just a cult that
was so vile and corrupt it was able to exert it's doctrine using
political and military measures.  Perhaps if Koresh withstood the
onslaught for another couple of months he would have started 
attracting more converts due to his `strength,' hence becoming a
full religion and not just a cult.
",alt.atheism,alt.atheism_473,sklearn.fetch_20newsgroups
"I need help in creating my 4x4 perspective matrix.  I'd like to use this for
transforming x, y, z, w in some texture mapping code I got from Graphics Gems
I.  I have many books which talk about this, but none of them in simple plain
english.  If you have Graphics Gems I, I'm talking about page 678.

I'd like to have a perspective matrix that handles different field-of-views
and aspect of course.  Thank's for your help.

-- 
Yes, of course everything I say is my personal opinion!",comp.graphics,comp.graphics_474,sklearn.fetch_20newsgroups
"What would all of you out there in net land think of the big 6 (Martin
Mariatta, Boeing, Mcdonell Douglas, General Dynamics, Lockheed, Rockwell)
getting together, and forming a consortium to study exactly what the market
price pints are for building reusable launch vehicles, and spending say
$3million to do that.  Recognizing that most of the military requirements
for launch vehicles are pulled out of a hat somewhere (say, has the shuttle 
ever really used that 1200mi crossrange capability?  You get the idea, figure
out how many, how often, where to, etc...)

Then taking this data, and forming a sematech type company (bad example, I
know... but at least its an example...)  To develop between 3 and 5 craft
designs.  Then to take all of those designs, and figure out EXACTLY what
the technologies are, and demonstrate those technologies, in order to 
eliminate designs that can't be built today.  And lets say that this
portion again funded by the GOV cost about $20 million.

And from here all of these companies went their separate ways, with the
intention of taking all of the market data and the design data to wall
street, and saying ""I want to build this vehicle, and here are the numbers
that show %20 ROI, fund me...)


Now many of you think that this is a joke, but I have it on good authority that
just this project is shaping up in the background. It seems that the aerospace
companies have learned that everyone yelling similar but different things
ends up in many programs that do nothing much and get canceled (NASP, NLS,
ALS, DCY?, etc...)  They need to work more in the japaneese, and european
spirit of initial cooperation.  They have also learned that design requirements
that are phony (I.E. some generals idea of what a space vehicle ought to be)
ends up getting chopped up in congress, because it is not a REAL requirement.

Any feedback?",sci.space,sci.space_475,sklearn.fetch_20newsgroups
"
Damn!  So it was YOU who was drinking beer with ROBERT McELWANE in the PARKING
LOT of the K-MART!

				UNLIMITED INSEMINATION OF THIS MESSAGE
					RIGIDLY REFUSED

",sci.space,sci.space_476,sklearn.fetch_20newsgroups
"
Why don't you activist guys cut misc.invest out of this thread?
They didn't offer any shares for sale yet...",sci.space,sci.space_477,sklearn.fetch_20newsgroups
"
Lucky for them that the baby didn't have any obvious deformities!  I could
just see it now: Mary gets pregnant out of wedlock so to save face she and
Joseph say that it was God that got her pregnant and then the baby turns
out to be deformed, or even worse, stillborn!  They'd have a lot of
explaining to do.... :-)
",alt.atheism,alt.atheism_478,sklearn.fetch_20newsgroups
"...

	You can tell, folks, when the man has run out of reason:
	attack the man's beliefs (in legal terminology, argument
	ad hominem:  attack the man, not what he did that has yet to
	be proven illegal)>



	WRONGo.  Remember the fire movie a couple of years ago?
	""Backdraft""?  The scene in the factory with propane gas
	coming out of pipes and gasoline all over the floor,
	with a 750 degree flame front overhead?

		Note that it did not flash all at once?

	Fires ignite and burn unpredictably.
	Gases (like tear gas) mix and distribute unevenly.
		And flash unevenly.

	You are not a fire analyst.  You cannnot tell.
		(NB:  Neither am I.  And I cannot tell
		Nor is the FBI spokesman
		Nor is Reno
		Maybe we all should shut up and get a
			forensics analysis first.


	Yes,. there was a flash:  in one room, just pumped full of it.,
",talk.religion.misc,talk.religion.misc_479,sklearn.fetch_20newsgroups
"
	1) They are religious parodies, NOT atheistic paradies.

	2) Please substantiate that they are parodies, and are outrageous.
	   Specifically, why is the IUP any more outrageous than many 
	   religions?

---

Private note to Jennifer Fakult.

        ""This post may contain one or more of the following:
         sarcasm, cycnicism, irony, or humor. Please be aware 
         of this possibility and do not allow yourself to be 
         confused and/or thrown for a loop. If in doubt, assume
         all of the above.",alt.atheism,alt.atheism_480,sklearn.fetch_20newsgroups
"PSA 145:9  The LORD is good to all: and his  tender  mercies  are
over all his works.",talk.religion.misc,talk.religion.misc_481,sklearn.fetch_20newsgroups
"Hi Folks,

              Last year America bought two  ""Hall Generators"" which are
used as thrusters for space vehicles from former USSR,if I could recall
correctly these devices were sent to JPL,Pasadena labs for testing and
evaluation.
     
              I am just curious to know  how these devices work and what
what principle is involved .what became of them.There was also some
controversy that the Russian actually cheated,sold inferior devices and
not the one they use in there space vehicles.

Any info will be appreciated...
  ok   {                         Thank{ in advance...
Tamoor A Zaidi
Lockheed Commercial Aircraft Center
Norton AFB,San Bernardino",sci.space,sci.space_482,sklearn.fetch_20newsgroups
"Stuff deleted

All five schools of law (to the best of my knowledge) support the
death sentence for apostasy WHEN it is accompanied by open, persistent,
and aggravated hostility to Islam. Otherwise
I agree, there is no legal support for punishment of disbelief.
The Qur'an makes it clear that belief is a matter of conscience. Public
or private disavowal of Islam or conversion to another faith is not
punishable (there are some jurists who have gone against this
trend and insisted that apostasy is punishable (even by death) - but
historically they are the exception.

Cursing and Insulting the Prophets falls under the category of ""Shatim"".
",alt.atheism,alt.atheism_483,sklearn.fetch_20newsgroups
"If you would like to understand better the sort of behavior
that we saw in connection with the Waco tragedy, I'd strongly
recommend reading _When Prophecy Fails_, by Leon Festinger,
Henry Riecken, and Stanley Schachter (available as a Harper
Torchbook). It goes a long way towards explaining how a 
belief system can be so strong as to withstand even overwhelming
disconfirmatory evidence. At least, read the first chapter.
Interestingly, just as the Branch Davidians had roots in the
Seventh-Day Adventist movement, the SDAs themselves had their
roots in the Millerite movement of the first half of the 19th
century--a movement that expected the end of the world in 1843,
was disappointed when it did not take place, and wound up as
a church.

Bill
",talk.religion.misc,talk.religion.misc_484,sklearn.fetch_20newsgroups
"


If by that you mean anything on the GD approach, there was an article on
it in a recent Avation Week. I don't remember the exact date but it was
recent.

 Allen
",sci.space,sci.space_485,sklearn.fetch_20newsgroups
"The traditions of the church hold that all the ""apostles"" (meaning the 11
surviving disciples, Matthias, Barnabas and Paul) were martyred, except for
John.  ""Tradition"" should be understood to read ""early church writings other
than the bible and heteroorthodox scriptures"".",alt.atheism,alt.atheism_486,sklearn.fetch_20newsgroups
"I've been trying to figure out a way to get Adobe Illustrator
to auto-trace >exactly< what I see on my screen. But it misses
the edges of templates by as many as 6 pixels or more - resulting in images
that are useless  - I need exact tracing, not approximate.

I've tried adjusting the freehand tolerances as well as autotrace
tolerances but it doesn't help. Any suggestions?
",comp.graphics,comp.graphics_487,sklearn.fetch_20newsgroups
"I am looking for a means to add FLI and FLC animation creation
to a Windows application.  I was hoping for something along the lines
of AAWIN or AAPLAY by Autodesk but for the creation of these delta 
compressed animations.  I have FLILIB but this seems to be coded for 
the Large memory model of DOS with Turbo C. Ideally I would
like a DLL or Medium model object library, but would settle
for anything, really.  I've seen other Windows apps with
FLI/FLC creation, did they hack the FLILIB code into submission?

Any pointers would be appreciated, please send mail directly
to me and I will summarize the results if there is interest.",comp.graphics,comp.graphics_488,sklearn.fetch_20newsgroups
" 

Oh boy, get a small baby and figure out how much brain power they
have the first 6 months....

Cheers,
Kent",talk.religion.misc,talk.religion.misc_489,sklearn.fetch_20newsgroups
"
Well, there are two approaches we can take here.  One is to ask you what this
objective morality is, assuming it's not a secret.

The other is to ask you what you think is wrong with relativism, so that we
can correct your misconceptions :-)
",talk.religion.misc,talk.religion.misc_490,sklearn.fetch_20newsgroups
"I would like to find out about space engineering employment and educational
opportunities in the Tucson, Arizona area.  E-mail responses appreciated.
My mail feed is intermittent, so please try one or all of these addresses.",sci.space,sci.space_491,sklearn.fetch_20newsgroups
"  
   Hmm... there must be two towns with the same name.  Kaliningrad,
located just North of Moscow is correct.  It is the home of several
Russian space enterprises, including NPO Energia, Krunichev, Fakel,
and Tsniimach.  The main Russian manned spacecraft control facility
is also located here.
   Kaliningrad is easily reachable by auto from Moscow, and tours
can be arranged.  Call ahead though, there are still armed military
guards at many of these facilities -- who don't speak English,
aren't well paid, and are rather bored.
   It's a very popular destination with Western space industry
types at the moment.
 ----------------------------------------------------------------
 Wales Larrison                         Space Technology Investor",sci.space,sci.space_492,sklearn.fetch_20newsgroups
"
	That is not an ""atheism mythology"" in any sense of the word.
""Religious paradoy"" would be significantly more appropriate.

	The 2nd part is rendered null and void by the simple fact that I
do know several ""strong"" atheists. I am sure that others do. I myself am
""strong"" in the sense that I find the standard concept of God without any
meaning. Any attempt to bring meaning either results in the destruction of 
the viability of language, or in internal self contradiction. 

	The concept of strong atheism is not just a whimsical fantasy. They, 
and I, exist.

	Your strawman is pointless and weak.

---

Private note to Jennifer Fakult.

        ""This post may contain one or more of the following:
         sarcasm, cycnicism, irony, or humor. Please be aware 
         of this possibility and do not allow yourself to be 
         confused and/or thrown for a loop. If in doubt, assume
         all of the above.",alt.atheism,alt.atheism_493,sklearn.fetch_20newsgroups
"


Is there any difference in saying 

""Absolute Truth exists, but some people think its a lie""

and

""Truth is relative"" ?

I think there is:  in both examples, the first statement is a
fundamental disagreement between at least two people; the 
second statement is agreed upon by all.

To put it another way, someone who says objective values exist
does not agree that values are subjective.",talk.religion.misc,talk.religion.misc_494,sklearn.fetch_20newsgroups
"on Date: 01 Apr 93 18:03:12 GMT, Ralph Buttigieg <ralph.buttigieg@f635.n713.z3.fido.zeta.org.au>
/Why can't the government just be a tennant? Private commercial concerns
/could just build a space station system and charge rent to the government
/financed researchers wanting to use it.

I believe that this was the thought behind the Industrial Space Facility.  I
don't remember all the details, but I think Space Services (?) wanted NASA to 
sign an anchor tenancy deal in order to help secure some venture capital but 
NASA didn't like the deal.  (I'm sure I'll hear about it if I'm wrong!)",sci.space,sci.space_495,sklearn.fetch_20newsgroups
"
RB>   
RB>   No, that's praying on the young.  Preying on the young comes
RB>   later, when the bright eyed little altar boy finds out what the
RB>   priest really wears under that chasible.

The same thing Scotsmen where under there kilt.

I'll never forget the day when I was about tweleve and accidently
walked in on a roomfull of priests sitting around in their underware
drinking beer and watching football.  

Kind of changed my opinion a bit.  They didn't seem so menacing after
that.

",alt.atheism,alt.atheism_496,sklearn.fetch_20newsgroups
"


What makes you say that the guns were illegal?? I understand that the BD's
had a valid Class III Federal Firearms Permit, which would allow them to
have pretty much anything short of a howitzer legally.",talk.religion.misc,talk.religion.misc_497,sklearn.fetch_20newsgroups
"

Why not design the solar arrays to be detachable.  if the shuttle is going
to retunr the HST,  what bother are some arrays.  just fit them with a quick release.

one  space walk,  or use the second canadarm to remove the arrays.",sci.space,sci.space_498,sklearn.fetch_20newsgroups
"
#Rick Anderson replied to my letter with...
#
#ra> In article <C5ELp2.L0C@acsu.buffalo.edu>,
#ra>

(...)

# Just briefly, on something that you mentioned in passing. You refer to
# differing interpretations of ""create,"" and say that many Christians may
# not agree. So what? That is really irrelevant. We do not base our faith
# on how many people think one way or another, do we? The bottom line is
# truth, regardless of popularity of opinions.

It may be ""irrelevant"" to you and *your* personal beliefs (or should I say
""bias""?), but it is relevant to me and many others.  You're right, ""the
bottom line IS truth,"" independant from you or anyone else.  Since you
proclaim ""truths"" as a self-proclaimed appointee, may I ask you by what
authority you do this?  Because ""it says so in the Bible?""  --Does the
Bible ""say so,"" or is it YOU, or someone else, who interprets whether a
scripture or doctrine conforms to your particular liking or ""disapproval""?

Excuse moi, but your line of ""truths"" haven't moved me one bit to persuade
me that my beliefs are erroneous.  Of all the ""preachers"" of ""truth"" on
this net, you have struck me as a self-righteous member of the wrecking
crew, with no positive message to me or other latter-day saints whatsoever.
BTW, this entire discussion reminds me a lot of the things said by Jesus
to the pharisees: ""ye hypocrite(s) . . . ye preach about me with your lips,
but your hearts are far removed from me...""

# Also, I find it rather strange that in trying to persuade that created
# and eternally existent are equivalent, you say ""granted the Mormon
# belief..."" You can't grant your conclusion and then expect the point to
# have been addressed. In order to reply to the issue, you have to address
# and answer the point that was raised, and not just jump to the
# conclusion that you grant.

Sophistry.  Look who's talking: ""jumping to conclusions?""  You wouldn't do
that yourself, right?  All YOU address is your own convictions, regardless
whether we come up with any Biblical scriptures which supports our points
of view, because you reject such interpretations without any consideration
whatsoever.

#
# The Bible states that Lucifer was created.  The Bible states that Jesus
# is the creator of all. The contradiction that we have is that the LDS
# belief is that Jesus and Lucifer were the same.

A beautiful example of disinformation and a deliberate misrepresentation
of lds doctrine.  The former KGB would have loved to employ you.
Jesus and lucifer are not ""the same,"" silly, and you know it.

(...)

# The Mormon belief is that all are children of God. Literally. There is
# nothing symbolic about it. This however, contradicts what the Bible
# says. The Bible teaches that not everyone is a child of God:

Correction: it may contradict would YOU think the Bible says.  The Bible
indeed does teach that not all are children of God in the sense that they
""belong to"" or follow God in His footsteps.  Satan and his followers have
rebelled against God, and are not ""children (=followers/redeemed) of God,""
but it doesn't mean that they were not once created by God, but chose to
separate themselves from those who chose to follow God and His plan of
salvation.

#
#        The field is the world; the good seed are the children of the
#        kingdom; but the tares are the children of the wicked ""one"";
#        (Matthew 13:38)

kingdom are those who have remained valiant in their testimony of Jesus
(and have shown ""works of repentance, etc.), and the children of the
wicked one are those who rebelled against God and the lamb.  The issue
of satan's spirit-offspring (and those who followed him) has not been
addressed in this and other verses you copied from your Bible.  You
purposefully obscured the subject by swamping your ""right"" with non-
related scriptures.

(...lots of nice scriptures deleted (NOT Robert W. copyrighted) though...)

#ra> > We are told that, ""And this is life eternal, that they might know
#ra> > thee the only true God, and Jesus Christ, whom thou hast sent.""
#ra> > (John 17:3). Life eternal is to know the only true God. Yet the
#ra> > doctrines of the LDS that I have mentioned portray a vastly
#ra> > different Jesus, a Jesus that cannot be reconciled with the Jesus of
#ra> > the Bible. They are so far removed from each other that to proclaim

Correction: ""my"" Jesus is indeed different than your Jesus, and CAN be
reconciled with the Jesus in the Bible.  --Not your interpretation of Him,
I concur, but I honestly couldn't care less.

#ra> > one as being true denies the other from being true. According to the
#ra> > Bible, eternal life is dependent on knowing the only true God, and
#ra> > not the construct of imagination.

In this single posting of yours, I've seen more ""constructs of imagination""
than in all of the pro-lds mails combined I have read so far in this news
group.  First get your lds-facts straight before you dare preaching to us
about ""the only true God,"" whom you interpret according to your own likes
and dislikes, but whose image I cannot reconcile with what I know about
Him myself.  I guess your grandiose self-image does not allow for other
faiths, believing in the divinity of Jesus Christ, but in a different
way or fashion than your own.  Not that it really matters, the mission
and progress of the lds church will go on, boldly and nobly, and no mob
or opponent can stop the work from progressing, until it has visited
every continent, swept every clime, and sounded in every ear.

#  This is really a red herring. It doesn't address any issue raised, but
#  rather, it seeks to obfuscate. The fact that some groups try to read
#  something into the Bible, doesn't change what the Bible teaches.

Sigh.  ""What the Bible teaches""?  Or: ""what the bible teaches according to
Robert Weiss and co.?""  I respect the former, I reject the latter without
the remotest feeling that I have rejected Jesus.  On the contrary.  And by
the way, I do respect your interpretations of the Bible, I even grant you
being a Christian (following your own image of Him), as much as I am a
Christian (following my own image of Him in my heart).

(...)

#  Most of the other replies have instead hop-scotched to the issue of
#  Bruce McConkie and whether his views were 'official doctrine.' I don't
#  think that it matters if McConkie's views were canon. That is not the
#  issue.  Were McConkie's writings indicative of Mormon belief on this
#  subject is the real issue. The indication from Rick is that they may
#  certainly be.

The issue is, of course, that you love to use anything to either mis-
represent or ridicule the lds church.  The issue of ""official doctrine""
is obviously very important.  McConkie's views have been controversial
(e.g. ""The Seven Deadly Heresies"" has made me a heretic!  ;-) at best,
or erroneous at worst (""blacks not to receive the priesthood in this
dispensation"").  I respect him as someone who has made his valuable
contribution to the church, but I personally do NOT rely on his personal
interpretations (his book ""Mormon Doctrine"" is oftentimes referred to
as ""McConkie's Bible"" in mormon circles) on mormon doctrine.  I rather
look to official (doctrinal) sources, and... to Hugh Nibley's books!
(The last comment is an lds-insider reference.)  Summarizing: McConkie
was a wise man who contributed undoubtedly far more to the kingdom of
God than I have, but whose views are by no means dogma or accepted
doctrine, some of it clearly belongs to personal interpretation and
speculation.  But having said this, I find McConkie (even in his most
biased and speculative moments) far more thought-provoking than the
trash coming from your proverbial pen.  I'm somewhat appalled that I have
allowed myself to sink as low as you in this posting...

=============================
Robert Weiss
psyrobtw@ubvms.cc.buffalo.edu
",talk.religion.misc,talk.religion.misc_499,sklearn.fetch_20newsgroups
": ==============================================================================
: Could someone please tell me the Best FTP'able viewer available for MSDOS
: I am running a 486 33mhz with SVGA monitor.
: I need to look at gifs mainly and it would be advantageous if it ran
: under windows...........thanks

FTP to wuarchive.wustl.edu,
change into mirrors/msdos/graphics
get ""grfwk61t.zip""
This is the DOS version of Graphic Workshop.  There is a Windows version which
you could probably find in the mirrors/msdos/windows3 directory but I don't 
know what the file name is. 

-- ",comp.graphics,comp.graphics_500,sklearn.fetch_20newsgroups
"Several people have enquired about the availability of the book about the
Great 72"" reflector built at Birr Castle, Ireland in 1845 which remained the
largest in the world until the the start of the 20th century.

""The Astronomy of Birr Castle"" was written by Patrick Moore who now sits on
the committee which is going to restore the telescope. (The remains are on
public display all year round - the massive support walls, the 60 foot long
tube, and other bits and pieces). This book is the definitivie history of
how one man, the Third Earl of Rosse, pulled off the most impressive
technical achievement, perhaps ever, in the history of the telescope, and
the discoveries made with the instrument.

Patrick Moore is donating all proceeds from the book's sale to help restore
the telescope. Astronomy Ireland is making the book available world wide by
mail order. It's a fascinating read and by ordering a copy you bring the day
when we can all look through it once again that little bit nearer.

=====ORDERING INFORMATION=====
""The Astronomy of Birr Castle"" Dr. Patrick Moore, xii, 90pp, 208mm x 145mm.
Price:
U.S.: US$4.95 + US$2.95 post & packing (add $3.50 airmail)
U.K. (pounds sterling): 3.50 + 1.50 post & packing
EUROPE (pounds sterling): 3.50 + 2.00 post and packing
REST OF WORLD: as per U.S. but funds payable in US$ only.

PAYMENT:
Make all payments to ""Astronomy Ireland"".
CREDIT CARD: MASTERCARD/VISA/EUROCARD/ACCESS accepted by email or snail
mail: give card number, name & address, expiration date, and total amount.
Payments otherwise must be by money order or bank draft.
Send to our permanent address: P.O.Box 2888, Dublin 1, Ireland.

You can also subscribe to ""Astronomy & Space"" at the same time. See below:
----------------------------------------------------------------------------
Tony Ryan, ""Astronomy & Space"", new International magazine, available from:
              Astronomy Ireland, P.O.Box 2888, Dublin 1, Ireland.
6 issues (one year sub.): UK 10.00 pounds, US$20 surface (add US$8 airmail).
ACCESS/VISA/MASTERCARD accepted (give number, expiration date, name&address).",sci.space,sci.space_501,sklearn.fetch_20newsgroups
"It's the number of legs on a centipede.
So, now you know.



",comp.graphics,comp.graphics_502,sklearn.fetch_20newsgroups
"

   I'm on a fact-finding mission, trying to find out if there exists a list of
   potentially world-bearing stars within 100 light years of the Sun...
   Is anyone currently working on this sort of thing?  Thanks...

   Dan
   -- 

In principle, any star resembling the Sun (mass, luminosity) might have planets
located in a suitable orbit. There several within 100 ly of the sun. They are
single stars, for double or multiple systems might be troublesome. There's a
list located at ames.arc.nasa.gov somewhere in pub/SPACE. I think it is called
stars.dat. By the way, what kind of project, if I may know?

Rui
-- 
*** Infinity is at hand!                               Rui Sousa
*** If yours is big enough, grab it!                   ruca@saber-si.pt",sci.space,sci.space_503,sklearn.fetch_20newsgroups
"Hi

I would like to know if there is any software, PD or not, who
could produce X11 output of HPGL file on RS/6000. And same kind of
software who could produce hardcopy on postscript and lasetjet.

Thank You",comp.graphics,comp.graphics_504,sklearn.fetch_20newsgroups
"



Sure, a person could have great respect for Jesus and yet be an 
atheist.  (Having great respect for Jesus does not necessarily mean 
that one has to follow the Christian [or Muslim] interpretation of 
his life.) ",alt.atheism,alt.atheism_505,sklearn.fetch_20newsgroups
"I was at avalon today and found texture maps in some ""tex"" and ""txc""
format, something I've never encountered before.  These are obviously
not tex or  LaTeX files.

IF you have a clue how I can convert these to something
reasonable, please let me know.",comp.graphics,comp.graphics_506,sklearn.fetch_20newsgroups
"

Unfortunately, things have been boding ill (is that a legitimate conjugation?)
for a while.  While the Office of Exploration had some great ideas, they never
got much money.  I've heard good things about Griffin, but it's hard to want
him back in a job where he couldn't do anything.


The group examining the Freedom-based space station redesign proposals is 
headed by Michael Griffin, ""NASA's cheif engineer"" in the words of Space News.
I believe this is him.
",sci.space,sci.space_507,sklearn.fetch_20newsgroups
"
It's not the fact that it can't exist that bothers me.   It's 
the fact that you don't seem to be able to define it.

If I wanted to hear about indefinable things that might in
principle exist as long as you don't think about them too
carefully, I could ask a religious person, now couldn't I?",alt.atheism,alt.atheism_508,sklearn.fetch_20newsgroups
" 
 
 
 
 
 
 
 
 
God being unknowable, I can't comment on His motives, but it would be
distressing if He allowed us to misunderstand Him through no fault of 
our own.  For sanity's sake we must assume, if we believe in Him at all,
that His message comes through somehow.  The question is whether it comes 
through immediately to every individual, or is contained in a complex 
canon that must be interpreted by experts in consultation with one another, 
or is transmitted directly through appointed representatives who are free
to interpret, extend and modify the canon.  If God's message is indeed
mediated, the further problem arises as to whether the individual under-
stands the mediated message fully and clearly.  Since the responsibility 
for understanding lies ultimately with the individual, we must assume that 
God in His benevolence guides each individual to the appropriate source 
for that individual, whereof the person may or may not drink. 
 
 
 
Your example is complicated in our age by the thin line between morality
and politeness.  You might have said ""burp"", for burping and swearing carry
about the same stigma today.  If you are talking about ""taking the Lord's 
name in vain"" as a serious transgression, then this example is more a case of 
hypocrisy than of varying moral codes.
 
If there is an absolute moral code, propositions or laws in that code apply
absolutely and universally, by definition.  Conceivably some moral codes
could be subsets of the universal code, as you say at the outset.  So, for
example, God's code could include, ""Thou shalt not create Beings without
a hospitable planet to live on"", but this law would be inapplicable to us.
Nevertheless, we would be entitled to suppose that all laws applicable
to us are also applicable to God.
 
But when you begin to ask what laws might appear in God's moral code, you have
a sense of the absurdity of the question.  Does God make laws for Himself to
follow?  Perhaps God is not the sort of being to which the category ""morality""
can be sensibly applied.",talk.religion.misc,talk.religion.misc_509,sklearn.fetch_20newsgroups
"I've been playing with a program called PICLAB to modify some .gif files. The
problem is it keeps displaying only 50% of the image. Starting from the top, it
displays20%, leaves 20% blank, then down another 20% etc. ANyone know what I'm
doing wrong, or is there another piece of software I should use instead?",comp.graphics,comp.graphics_510,sklearn.fetch_20newsgroups
"
	The word ""released"" is loaded:  until convicted in CXOurt,
	my children are my own.",talk.religion.misc,talk.religion.misc_511,sklearn.fetch_20newsgroups
"
Ah, you taking everything as literal quotation.  No wonder you're confused.

First, can I ask that we decide on a definition of ""objective""?


And?


I'd guess that it might be.


It may be the case that some people are unable to evaluate complex moral
issues.  Rather than leaving them to behave ""immorally"", it might be better
to offer them an abstract (nonexistent objective) system of ethics which they
can strive towards, coded into rules which they don't have to derive for
themselves.

I tend to feel that this is pretty much what we all have as morality
anyway...
",talk.religion.misc,talk.religion.misc_512,sklearn.fetch_20newsgroups
"[ stuff deleted ]

The French SPOT is an example that comes to mind.  Although the
company (name escapes me at the moment) sells images world-wide, you
can bet your last dollar (franc??) that the French gov't gets first
dibs.

I remember a few years ago (about the time SPOT was launched), I
was speaking to my Dad (an USAF officer) about this and that, and I
happend to mention SPOT (I think we were talking about technology
utilization).  He just about went ballistic.  He wanted to know how I
knew about SPOT and just what I knew.  I guess that space surveillance
is such a sensitive topic in the Air Force that he couldn't believe
that I would read about such a system in the popular press (ie. AV week).

mark, ",sci.space,sci.space_513,sklearn.fetch_20newsgroups
"
I guess the San Jose Mercury news is wrong then, and if so, why is the DA 
involved? 
 ",talk.religion.misc,talk.religion.misc_514,sklearn.fetch_20newsgroups
"
I agree, which is why I've asked for help with it.

The reason I'm working on this list is because I've recently had one
too many Christians tell me ""the Bible contains no contradictions
whatsoever.""  They believe that it's true, and that it describes
reality perfectly, and even predicts history before it happens.

Before I can carry on any sort of meaningful conversation with these
people, I've got to SHOW them, with concrete evidence, that the Bible
is not nearly as airtight as they thought.  I hope to do that with
this list.

Specifically: when I bring up the fact that Genesis contains two
contradictory creation stories, I usually get blank stares or flat
denials.  I've never had a fundamentalist acknowledge that there are
indeed two different accounts of creation.
",talk.religion.misc,talk.religion.misc_515,sklearn.fetch_20newsgroups
